sample_key,split,group,source_image,compiled_image,regions,sha256
remaining_376__batch_01__27.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\27.png,remaining_376__batch_01__27.png,2,2986a6ec9302cb52e0f17ad111feb76db0408d772bc6ca90e28da20c51f4243c
remaining_376__batch_01__28.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\28.png,remaining_376__batch_01__28.png,2,bd3908861bd57e1b48a48dc429528fa649ac08f7b474b1937b4656bfac8d152e
remaining_376__batch_01__30.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\30.png,remaining_376__batch_01__30.png,4,bc8b644efd1969f6b3c22ac57168193cdd4641d37994758d7534a7e9947ab961
remaining_376__batch_01__31.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\31.png,remaining_376__batch_01__31.png,3,59bc5ce3d9b20447183ba938c5f55de416d12455d5a38f4118aaaaefc012b685
remaining_376__batch_01__32.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\32.png,remaining_376__batch_01__32.png,3,950c730bd333f03b2da1ffc22e0d6e527cb44bc391bf167dd1039048c91e8ea4
remaining_376__batch_01__33.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\33.png,remaining_376__batch_01__33.png,4,ce048abeaa44e703f08c2c3da9f8ac9896086d4e4c8d11fd5e57cfcbe24a06aa
remaining_376__batch_01__34.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\34.png,remaining_376__batch_01__34.png,3,72847510e9c026c0bac8ac1205d09ac943360add7868a4b94ebf50baadbc48d3
remaining_376__batch_01__35.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\35.png,remaining_376__batch_01__35.png,3,91f581f70c216192bb6e57836e3607643ba7bc5c03dfeb3fd05751a616e2cceb
remaining_376__batch_01__41.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\41.png,remaining_376__batch_01__41.png,2,ba35145dda19602872b3aebb60aaba598db36161f2668953b9202fcbacf77475
remaining_376__batch_01__42.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\42.png,remaining_376__batch_01__42.png,3,19c8113817aaf8f287d33b1b271620e2c67be6825d04f1a31a3eabbc568c1fde
remaining_376__batch_01__47.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\47.png,remaining_376__batch_01__47.png,3,0fb873d4cd09bc43c97ad094ef1b3d1880c4b1685c34f677b8ecb006368e52e6
remaining_376__batch_01__48.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\48.png,remaining_376__batch_01__48.png,2,146a516125c58d99778200570a844753db7ccf8fe633702b3238463d2defbc12
remaining_376__batch_01__50.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\50.png,remaining_376__batch_01__50.png,3,3070fea6f5e6b0673d9a64695c75907a7845394b8bd842a3d60f097104b919e2
remaining_376__batch_01__53.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\53.png,remaining_376__batch_01__53.png,3,6c25772967c7765ead27a3f62532bee61ca17ad1c0fd3731620c79b2b1d5a9f7
remaining_376__batch_01__55.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\55.png,remaining_376__batch_01__55.png,3,7dff24f1a835ceca8f9e964e6471f9397320798a32887c969e27f968ddf30c77
remaining_376__batch_01__56.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\56.png,remaining_376__batch_01__56.png,2,29a4b3ad06fa344a479f3512b4747468d712594d9feebd8dfe8b6ec9da33bc86
remaining_376__batch_01__57.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\57.png,remaining_376__batch_01__57.png,2,75ed9d1541105b614a4693b7840de4337fcf88af3022800f49f541e1b6479266
remaining_376__batch_01__59.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\59.png,remaining_376__batch_01__59.png,3,05f34ad5895e9f2cd50995586c1e67df7e37f14976eaae8a24a3438fee3407bb
remaining_376__batch_01__60.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\60.png,remaining_376__batch_01__60.png,4,9217f711cab62960617c8b47fd2ef68eca234cc70f3f52d76482054cedd2d86b
remaining_376__batch_01__66.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\66.png,remaining_376__batch_01__66.png,3,b42f2771a4ce12dba6e16dcc9294db8940ec6b6215776c657d821a56d39e7b6d
remaining_376__batch_01__68.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\68.png,remaining_376__batch_01__68.png,3,a2b19528c74eae533c0f898e9fb44bd829cb3047572b645aaa2d67f03317a5c9
remaining_376__batch_01__70.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\70.png,remaining_376__batch_01__70.png,2,03e3a170ea1e2de5b939f88dc0752c5fa9f39e3b671b860a81d90b88bd315948
remaining_376__batch_01__73.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\73.png,remaining_376__batch_01__73.png,2,d4dae190af3f11f60f6a81e836f872a23593a01c8379b17d38cb4355b3cfbbc3
remaining_376__batch_01__75.png,train,remaining_376__batch_01,D:\Actual Project\lcd-data-extractor\remaining_376\batch_01\images\75.png,remaining_376__batch_01__75.png,2,0e8a732974fa4709667cb967f71a041c03527c2bf78dc2b671d1c08e90eabb95
remaining_376__batch_02__104.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\104.png,remaining_376__batch_02__104.png,7,3b575dcb513b5410b38e16346b4b04e71436e90a2bf2eec917019294d17bee2a
remaining_376__batch_02__115.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\115.png,remaining_376__batch_02__115.png,3,3ad3294cc0de5c4be3b695bee24d0056ac8976721d169cdf159c9682dcdf94a0
remaining_376__batch_02__125.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\125.png,remaining_376__batch_02__125.png,5,8e7281302871729f2e908df6fc82607cabceac6b4c266dd47519b8ea4d96634c
remaining_376__batch_02__128.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\128.png,remaining_376__batch_02__128.png,3,0c7f155fa7b562984e05fff828bf74d6f038749f2bb327f6eb7c3265fb46dd0e
remaining_376__batch_02__129.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\129.png,remaining_376__batch_02__129.png,3,994341f6ea5a7c205d02651c37af35740216fb1f805a6b7596f33cdc1c8493a9
remaining_376__batch_02__131.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\131.png,remaining_376__batch_02__131.png,3,1f14328af81efdcd2d0904d7ae732cc4dc852e24f51ec7b7d2a5fe51ea097b10
remaining_376__batch_02__132.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\132.png,remaining_376__batch_02__132.png,3,37771d02363a1916a0b1ef92e4964681fe2082b13426414daad2f6f792203a4b
remaining_376__batch_02__76.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\76.png,remaining_376__batch_02__76.png,2,34c6d99c781283e020ffc47bb941ccd8f776f89eb138f8231490a2f8325f4ccd
remaining_376__batch_02__77.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\77.png,remaining_376__batch_02__77.png,4,641719d5cf14943d3fce7d495c248eab89b5c4af15408e6615cefcb7abad10c0
remaining_376__batch_02__78.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\78.png,remaining_376__batch_02__78.png,2,d06df71afa07cc380e6bab4848b491534d53f2dc58d22c66e414c54cbef32758
remaining_376__batch_02__80.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\80.png,remaining_376__batch_02__80.png,3,2908d9638a6b424485d053627b4dab1f2ec85af5ce64d5c53dda4aceb5f038ed
remaining_376__batch_02__81.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\81.png,remaining_376__batch_02__81.png,2,af568ee00229c5c09a20fec6abf88ecd3c1eafe6a2988f5e61214ab0c417914b
remaining_376__batch_02__82.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\82.png,remaining_376__batch_02__82.png,3,ac01b8b9c8449adcd4609083ad52c2cf04a4871b215269620c18f85dc7ba79ec
remaining_376__batch_02__83.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\83.png,remaining_376__batch_02__83.png,4,ab1673ec30ea9e34b689e1829c0b6df27b05b178a8c63f2690ea764ef3825831
remaining_376__batch_02__84.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\84.png,remaining_376__batch_02__84.png,3,eecf359f79253a17693c469aaf0e191ba1dfff8931dad897eba05b4c56ff5f51
remaining_376__batch_02__85.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\85.png,remaining_376__batch_02__85.png,6,2ee2d5020a5abefa20d1da8b98380300a770cf316556deca23e2fc9983e5dee0
remaining_376__batch_02__86.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\86.png,remaining_376__batch_02__86.png,5,6bcd78260797a600f303aacd289d77587c68acf67c582919be3a2c5a2bf38954
remaining_376__batch_02__87.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\87.png,remaining_376__batch_02__87.png,5,30b7768d3ec1b3f905b994dbfc8b3ef3bf1641e013851f6d6eac634a4e2f131c
remaining_376__batch_02__89.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\89.png,remaining_376__batch_02__89.png,7,d8793ad10c0b5b8512fcd09c950ab9c5ca6b14212f0d155c86a1061612846f5c
remaining_376__batch_02__90.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\90.png,remaining_376__batch_02__90.png,7,536d2d125b3ea1d3264eb06daabf07ca8da11f850d4364833dbee8a7d6fb7906
remaining_376__batch_02__91.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\91.png,remaining_376__batch_02__91.png,7,4abef79bfb311692bea34aac4da69c6552373703a0e54796c7ad6017fb65a51a
remaining_376__batch_02__92.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\92.png,remaining_376__batch_02__92.png,6,8ea99a9638ef7b38cdc387801d65ead091ca82de75963d4f02b62f24d709d9da
remaining_376__batch_02__93.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\93.png,remaining_376__batch_02__93.png,7,3364950c097ff46487cd57b174740181401bc2dda45bd19f783976e1fec6c1f8
remaining_376__batch_02__95.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\95.png,remaining_376__batch_02__95.png,5,933c5910f61b64954a92c04bdbe4c427e401c71e8a14af2732a2430b105b09dc
remaining_376__batch_02__96.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\96.png,remaining_376__batch_02__96.png,5,cc72b9508813090b30de97926076dfbd1a48fa3b0fdf3ca857384a84331109d5
remaining_376__batch_02__99.png,train,remaining_376__batch_02,D:\Actual Project\lcd-data-extractor\remaining_376\batch_02\images\99.png,remaining_376__batch_02__99.png,6,572c5c1736739c07b3b2f8aa555558782ffcbb36bc4032e8beadcf72cc97fde1
remaining_376__batch_03__135.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\135.png,remaining_376__batch_03__135.png,3,21b899b86222d2bc63bc66c9df971cf55b63541b2b15586b0f60e27bb3f39c25
remaining_376__batch_03__138.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\138.png,remaining_376__batch_03__138.png,2,3e77bd0f3382c248fdda23984561429d0468ea58e5b174d89d1cfa92e4c1f006
remaining_376__batch_03__139.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\139.png,remaining_376__batch_03__139.png,2,6100289e3ff429905dc8488d2b6bfe76f46f4d14cda1a19dbd03122cdd48a1e6
remaining_376__batch_03__140.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\140.png,remaining_376__batch_03__140.png,1,88ee7fed06e9d00b8a9a420a7943775e5c6ba05a05d93b06840ae1aca7954ce3
remaining_376__batch_03__141.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\141.png,remaining_376__batch_03__141.png,2,f648e1d7037dc160b9cac85bb3ff356797233469eb5b706cc74361d5e3323fe7
remaining_376__batch_03__142.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\142.png,remaining_376__batch_03__142.png,3,d16567504c3942a316095adfbf790675416c710825c6b0a66682704630d2ec86
remaining_376__batch_03__144.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\144.png,remaining_376__batch_03__144.png,2,245b4538d4098f8005dda4bef8225b533f2746fa9cc478111cfb8cf5bcd209d5
remaining_376__batch_03__145.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\145.png,remaining_376__batch_03__145.png,3,13482047c8063aae8eac8998b35febb0b58af710530c06c0e9f23455c3f078be
remaining_376__batch_03__147.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\147.png,remaining_376__batch_03__147.png,5,4980db9d2b018cbf47efdc6175f464f22f806defc27e530276c26437de8caceb
remaining_376__batch_03__150.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\150.png,remaining_376__batch_03__150.png,7,f7482dd330dcd6f352515df573c11792de6ea98b47d688bd9002d42a9d251a1a
remaining_376__batch_03__152.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\152.png,remaining_376__batch_03__152.png,4,8be6a30e84ff25b8ca6dfebe363268380d5d677e3435a575833f16c386138f43
remaining_376__batch_03__156.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\156.png,remaining_376__batch_03__156.png,3,c7aac11e545ca6051f4df556ac481eea41bb9da8e8e28fa5d739783d6610995a
remaining_376__batch_03__157.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\157.png,remaining_376__batch_03__157.png,4,973a143eec8220e158ba6793e1213c5413a64851854c19f5927fcebe343529ac
remaining_376__batch_03__158.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\158.png,remaining_376__batch_03__158.png,4,06a2d34b5de8c389440e346bddfddaca0f4c2ca7470ab0f50e2f1331295caa1f
remaining_376__batch_03__164.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\164.png,remaining_376__batch_03__164.png,5,3a9f494fc9ca29322aaa8535ed5926e8d3a225473a9cbeebf938d224ea839678
remaining_376__batch_03__165.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\165.png,remaining_376__batch_03__165.png,6,7c5f0b866bd34fd94afa0e608192a5bdb752ecded910ea0c0ec276c306729e5d
remaining_376__batch_03__166.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\166.png,remaining_376__batch_03__166.png,7,0070a5bf98bee8cfb4357d04f082de95321e701d07f07b2cbd05ee8c04acfba6
remaining_376__batch_03__167.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\167.png,remaining_376__batch_03__167.png,6,720570560afb7bf432ef7d13137b0f5e5a0811215ddee219d39a29c155fc97de
remaining_376__batch_03__169.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\169.png,remaining_376__batch_03__169.png,7,f48288e968dc6d85f145c7459a2c5efb532285efaed5319da28955b4118f19bb
remaining_376__batch_03__170.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\170.png,remaining_376__batch_03__170.png,6,56e30efd9c5de20efffafb2eecf3123738c61c396068df1229002503838babac
remaining_376__batch_03__171.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\171.png,remaining_376__batch_03__171.png,7,86626b1f775555c623a4cc17dfd36c58c9e2107d512924bcd4fba7767017cabb
remaining_376__batch_03__172.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\172.png,remaining_376__batch_03__172.png,4,66b5db080dde935f0d028af460047e48e8da33e34000899f4dcc72c2253c62c5
remaining_376__batch_03__176.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\176.png,remaining_376__batch_03__176.png,7,768766acce50eba1c5532a6a06ba16e0f7e40d389abd179e75de0e5d422595c7
remaining_376__batch_03__177.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\177.png,remaining_376__batch_03__177.png,6,d6fe6b6444833d0ac2b849868f595c484cc1d9c107d3b7ccb8f8fb9f1921bd2c
remaining_376__batch_03__179.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\179.png,remaining_376__batch_03__179.png,7,a9ab163daa2363f85e8f97678dc39c77ec3172367bc451bc919038eb088c9bd9
remaining_376__batch_03__182.png,train,remaining_376__batch_03,D:\Actual Project\lcd-data-extractor\remaining_376\batch_03\images\182.png,remaining_376__batch_03__182.png,5,fe7f2fbb3850346c64c190741f06bf4bc50036cd01388e874640f14f575d83c2
remaining_376__batch_04__190.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\190.png,remaining_376__batch_04__190.png,3,d147b7603133e6a9210cfe7919846be6b247677ff7d1ba7792b3e400febff4d1
remaining_376__batch_04__191.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\191.png,remaining_376__batch_04__191.png,5,f706bdfc75f65e421e958f9b92c160474468755e9b2a42f8c0000797d42b2e32
remaining_376__batch_04__192.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\192.png,remaining_376__batch_04__192.png,6,6279b735a6f6968b73a7e7f76e77b18c527e518c2f48bd37791c952aa69d4767
remaining_376__batch_04__193.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\193.png,remaining_376__batch_04__193.png,6,9c243ee3b73a57dbe5e40de63986e2811f185922bcc86355b0e4c454a6bb47ed
remaining_376__batch_04__194.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\194.png,remaining_376__batch_04__194.png,5,092749df3602003f980e88396e287b6ccd9e9e75a73b97d92b5f3d17227f4460
remaining_376__batch_04__195.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\195.png,remaining_376__batch_04__195.png,5,c77b343207e6723a7ac9197ce9348166b2b60d2137d6ac92f64eb9af5f13579d
remaining_376__batch_04__197.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\197.png,remaining_376__batch_04__197.png,7,197fe568a334daae98c3dcbf7fcf49b5f251e80c0cee9dbe24da522246fbef41
remaining_376__batch_04__200.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\200.png,remaining_376__batch_04__200.png,7,d80fd6fe33eb6ae113a4bd9e1ab18e21347588e2ee4422643b24f9b4e85aca03
remaining_376__batch_04__204.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\204.png,remaining_376__batch_04__204.png,6,4eeb46d6ed816237a5e229f5debc6493f275bf417158752e41933d5366fc926c
remaining_376__batch_04__206.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\206.png,remaining_376__batch_04__206.png,1,69958c9fcb4d376c5728e9848eb01cb9f7abcc1b44240ef30cfa027b29a9bcaa
remaining_376__batch_04__210.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\210.png,remaining_376__batch_04__210.png,2,fa336fc14670313c2786235b2940cf3926f189c4e8202407f0dfc017c24a7d16
remaining_376__batch_04__215.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\215.png,remaining_376__batch_04__215.png,3,224fce8addb4f6d149c9d6897bd0641fecb5048fe407e1c79ad2c351d8fd1b76
remaining_376__batch_04__216.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\216.png,remaining_376__batch_04__216.png,3,e41582600fbead654b06866440f08a0a628bdf5d6c81efbed0e6f8f8394e07d0
remaining_376__batch_04__219.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\219.png,remaining_376__batch_04__219.png,5,ebbfbd01c2e015f523a30261a9edee439f96269f204b4b61fd974f7c0513a4b8
remaining_376__batch_04__221.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\221.png,remaining_376__batch_04__221.png,5,4381fdf3ce2155902305c7acbf4245fdcf772b392ffb394de839a78be2d34516
remaining_376__batch_04__224.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\224.png,remaining_376__batch_04__224.png,6,24366d166e18fbb16cbb9a4f0d2c715c6e3979967be86e72a3f929687af7c644
remaining_376__batch_04__225.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\225.png,remaining_376__batch_04__225.png,2,a47bf23112ca2a237805cace2387b63ca954c0d30f2f9d29c4709bafd167f2f0
remaining_376__batch_04__227.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\227.png,remaining_376__batch_04__227.png,3,30f2cae7dc39f97a7be0cc9a42528e5c13a27444740eca0b9e55525508828fb5
remaining_376__batch_04__230.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\230.png,remaining_376__batch_04__230.png,2,81b93e4cbc5d49774e736179e9c0e7fb5b917fff215016c69dae862246d23dda
remaining_376__batch_04__232.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\232.png,remaining_376__batch_04__232.png,3,673f85ff3391b6c70c234d58fec43dad962c017988b3b8b3dd1ea180e8dbe829
remaining_376__batch_04__234.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\234.png,remaining_376__batch_04__234.png,4,e21e1f41dcb2a164ef3f0500a818e033c1e6b34bf936d492a208e6744a6bfc6c
remaining_376__batch_04__236.png,train,remaining_376__batch_04,D:\Actual Project\lcd-data-extractor\remaining_376\batch_04\images\236.png,remaining_376__batch_04__236.png,4,75a1f0dcf299866d77293807a8b638e131b8bb860e5f13ee68c8e3c71a71aa31
remaining_376__batch_05__237.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\237.png,remaining_376__batch_05__237.png,2,cf669d406b1256cb39941c50917eceb85efc6f9a6a7d3948a347d18b307fe0af
remaining_376__batch_05__238.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\238.png,remaining_376__batch_05__238.png,5,09ca1fd8f04f242ce8f0f5f8ee3d48a5e3fdd2acfacd2019825409c8119aa0ab
remaining_376__batch_05__241.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\241.png,remaining_376__batch_05__241.png,3,12db01a5ac5f540e97adabc8b6ced5e5571ed21937c1af79b218f859482c3571
remaining_376__batch_05__242.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\242.png,remaining_376__batch_05__242.png,4,4f4d14805eee7556b3eaaa852b8b232b27261a393323c3120f6428ca07801cc8
remaining_376__batch_05__244.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\244.png,remaining_376__batch_05__244.png,6,a2d1b545389e872e066fca6fd272688a6a96f4d716fd4882486b11cb1ed371e3
remaining_376__batch_05__245.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\245.png,remaining_376__batch_05__245.png,6,54a2b6405ad132552519f193635b9e18ad936e6255ae192739788e7864713b21
remaining_376__batch_05__259.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\259.png,remaining_376__batch_05__259.png,3,4ab67c59e2a6dccc3064637dfda3ed53ddb9ba50eb55298ed91f77a2ad5a1e2b
remaining_376__batch_05__261.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\261.png,remaining_376__batch_05__261.png,2,5980afc6065d68564597c7bab029985581bd7a54e592ae52efb5204f625509ac
remaining_376__batch_05__262.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\262.png,remaining_376__batch_05__262.png,3,5d75f9d2b2d46ff1b8c416c2ca12199f0d4502335658d0ebd44d2dbfb1f2dba9
remaining_376__batch_05__263.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\263.png,remaining_376__batch_05__263.png,2,a15705ebd597bc9daca93b015ff9da3dbeaf1e2be500cef48b7ddcb88b1b07b5
remaining_376__batch_05__264.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\264.png,remaining_376__batch_05__264.png,3,2875a64c220dc633f372b80fe33f27aa2cf2b88b4bec5507d8e8358db0292566
remaining_376__batch_05__267.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\267.png,remaining_376__batch_05__267.png,2,e1fcaa2daf0d76ae7aec54c65c6901834456c5cfe21ce17cceaf8ca6e39d25b4
remaining_376__batch_05__270.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\270.png,remaining_376__batch_05__270.png,2,fed6d4c4dbe0d313ef8fcc87dc60b25b7c51b4bc7602dac1319527ff32eaa9ea
remaining_376__batch_05__275.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\275.png,remaining_376__batch_05__275.png,4,ca7d2756321cb60921ed47a9b2d8c3e6ffa5c1c14b8a6c2580fbf1384e33f254
remaining_376__batch_05__278.png,train,remaining_376__batch_05,D:\Actual Project\lcd-data-extractor\remaining_376\batch_05\images\278.png,remaining_376__batch_05__278.png,3,040c792788f8a2b2ff468289bec53cd4f4abb3c7ca6b5c75bda2f9ecfb4552b3
